Width (mm),Depth (mm),Test Length (mm),Bottom Cover to Ctr of Tension Bar (mm),# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)","fy Longitudinal Bars (Tensile), (MPa) ",f'c (MPa),W/C Ratio,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Mass Loss (Tensile bars), ηm (%)","Shear Span, x (mm)",Longitudinal Bar Type,Test Type and Configuration,Corrosion Method,eta_log,corr_severity_idx,d_b_ratio,eta_d_interaction,reinf_index
-0.14532178145756988,-0.34012106054987823,0.0,0.0,0.0,-0.12691166624736386,0.06442736985143088,0.06959401927080101,0.0,0.0,0.0,0.0,0.057388530969773865,0.04626063951921047,-0.05964861544181096,0.0,0.0,0.0,0.0,0.06758717794010627,0.0,0.04234509536989012,0.0
0.3463947341420447,0.8467059747547434,0.09112434385551463,0.0,0.17558441796542038,0.0,0.0,0.0,0.0,0.017280969999581952,0.041581017363070266,0.11078462309644072,0.01930363543255887,0.0,0.06066657772415545,0.0,0.0,0.0,0.0,0.0,0.016677857989974183,0.0,0.0
-0.1781577206548104,-0.3800736242154751,0.0,0.0,0.0,-0.23809516839030925,-0.09708334455717474,0.0,0.0,0.0,0.0,-0.04502643550972831,0.0,-0.0559934578793178,0.0,0.0,0.0,0.0,-0.04678326842578039,-0.05269353580045214,0.0,-0.027672332260999077,-0.030324247651461612
-0.1546032275753233,-0.3265657953641627,0.0,0.0,0.0,-0.11689771890675353,0.0621515091009188,0.0,0.0,0.0,-0.07751177583674836,-0.05401972703342759,0.0,0.05068626456459743,0.0,0.0,0.0,0.0,0.023795573459448494,0.08421147787601022,0.0,0.03980455576201512,0.0
-0.18971281688724945,0.10429304052791108,0.0,0.0,0.0,0.0,0.04500473885889472,0.0,-0.15929841862305913,-0.0866969653393289,0.045330451317667116,0.09938087790375366,0.0,0.036184730977060785,0.021080515224728008,0.0,0.0,0.0,0.026486224697694415,0.0,0.0,0.0,0.0
-0.19017418977333525,-0.3722744120441648,0.0,0.0,0.0,-0.16104345457836422,0.0,0.0,0.0,0.0,-0.14743133816593704,-0.10461045431525416,-0.06319863970862638,-0.06724141935665218,-0.08461679633742043,0.0,0.0,0.0,0.0,-0.13538355247207956,0.0,-0.06731366164384417,0.0
0.0967649211753711,-0.3537712362297438,0.0,0.0,0.0,-0.04152064470881527,0.0,-0.016571717751677095,-0.10301632999184851,0.0,0.04880393340750919,-0.05037091096031966,0.0,0.0,-0.04774541046331867,0.0,0.0,0.0,0.0,0.05470760793106446,0.0,0.03508248445982319,0.0
0.11012193446554772,0.10890389889761322,0.0,0.0,-0.13345362547635709,0.03585662360734532,-0.12088795774386957,0.04374767792175644,0.05526351558626299,0.0,-0.11673552638622495,-0.0956613329178488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03926590717915165,0.0
-0.15502793588815067,-0.33089042708569194,0.0,-0.03285489564704397,0.0,-0.035236898842237734,0.09082430860567814,0.0,0.0,0.0,-0.018386559779089318,-0.038957639105781434,0.0,0.0,-0.0676280627659594,0.0,0.0,0.0,0.0,0.0690222871696481,0.0,0.0,0.042343972559119945
0.11406232136003931,0.4089713698067082,0.07327349424408282,0.0,0.0,0.10983494082523472,-0.06208166990000361,0.0,0.0,0.0,0.018651943779484557,0.1190699460223398,0.0,0.0,0.06397071500617636,0.0,0.0,0.0,0.0,0.0,0.012359676285473976,0.0,-0.03655586241860509
