Width (mm),Depth (mm),Test Length (mm),Bottom Cover to Ctr of Tension Bar (mm),# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)","fy Longitudinal Bars (Tensile), (MPa) ",f'c (MPa),W/C Ratio,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Mass Loss (Tensile bars), ηm (%)","Shear Span, x (mm)",Longitudinal Bar Type,Test Type and Configuration,Corrosion Method,eta_log,corr_severity_idx,d_b_ratio,eta_d_interaction,reinf_index
-0.16429363870635066,-0.30614932825999935,0.0,0.0,0.0,-0.10068958069442312,0.05619566307075537,0.054588324944331294,0.0,0.0,0.0,-0.05458627600913707,0.04578054038926835,0.033857311421380896,0.0,0.0,0.0,0.0,0.0,0.06491169165805051,0.0,0.0,0.052071952102972024
0.32315736211294604,0.7557702316728648,0.08619953669733589,0.0,0.16195459190414724,0.0,0.0,0.0,0.014720272692201553,0.0,0.05367944437162846,0.15846008435586506,0.022836874520394977,0.0,0.07327122216863448,0.0,0.0,0.0,0.0,0.0,0.015973369276974833,0.0,0.0
-0.23341628620200758,-0.3467869307352794,0.0,0.0,0.0,-0.20124656992491072,-0.06961289194455803,0.0,0.0,0.0,0.0,-0.06471027545546336,0.0,-0.06572542556879693,0.0,0.0,0.0,0.0,-0.04338582399636185,-0.06410498325416258,0.0,-0.030219274226580328,-0.08839366258616697
-0.16067066659523707,-0.2922090743296194,0.0,0.0,0.0,-0.09544663416726179,0.053834015842345324,0.031871029450667276,0.0,0.0,-0.05603465880887505,-0.0662431291715149,0.0,0.059857440737803747,0.0,0.0,0.0,0.0,0.0,0.0882815449214355,0.0,0.0,-0.02441242373229146
-0.21231858469196593,0.10058797237090507,0.0,0.0,0.0,0.0,0.05886294815537778,0.0,-0.13177998931377022,-0.03891451549876202,0.03132482751659981,0.10311145418845663,0.0,0.039580204742610696,0.0,0.0,0.0,0.0,0.02376465966430471,0.0,0.0,0.0,0.017743187759636195
-0.22235979883700843,-0.34668653642715647,0.0,0.0,0.0,-0.14042565270615287,0.0,0.0,0.0,0.0,-0.135415334432116,-0.12243338636538004,-0.052664312595848015,-0.09952353499737895,-0.07944031748225294,0.0,0.0,0.0,0.0,-0.13862157663020738,0.0,-0.044319682245162806,0.0
0.09222854648689584,-0.32877111145537985,-0.025678109187171762,0.0,0.0,-0.031034041669447777,0.0,0.0,-0.09107742412953605,0.0,0.037027483050063426,-0.07087840336145604,0.0,0.0,-0.04991495399138894,0.0,0.0,0.0,0.0,0.04522804331832815,0.0,0.0,0.03515926225337475
0.1414207773335603,0.0999100220338953,0.0,0.0,-0.12365668526858317,0.0,-0.09705017117270279,0.04663440204476044,0.05252527120154938,0.0,-0.09080530926347233,-0.10272047290746285,0.0,-0.036707648098138534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06339528262532426
-0.17179706234529807,-0.3219236472977551,0.0,0.0,0.0,-0.03036504692736247,0.08215602873176055,0.0,0.0,0.0,-0.05563914380831229,-0.0644048217226677,0.0,0.03859768655782831,-0.06643242308420076,0.0,0.0,0.0,0.0,0.05750128637340189,0.0,0.0,0.05686990586279919
0.11543672083801844,0.3956496339010716,0.07825926154995114,0.0,0.0,0.07445113367348052,-0.05180073344684699,0.0,0.0,0.0,0.0371019085649861,0.13228314237772687,0.0,0.0,0.05387752106741245,0.0,0.0,0.0,0.0,0.0,0.006868445824301964,0.006363574918843334,0.0
