Pi_M,Pi_omega,Pi_geom,Pi_bar,Pi_eta,Pi_rho,Pi_M_aci,Pi_R
0.0406006006006006,0.043940940540540534,1.5,0.06666666666666667,0.1379,0.00524,0.03200621755648176,1.2685222966116576
0.046006006006006,0.044909632432432435,1.5,0.06666666666666667,0.12890000000000001,0.00524,0.03336993637056427,1.3786662789860173
0.042762762762762765,0.04413496216216216,1.5,0.06666666666666667,0.1361,0.00524,0.03227648230288111,1.3248891983171789
0.0406006006006006,0.030829610810810808,1.5,0.06666666666666667,0.25980000000000003,0.00524,0.01671090954844898,2.4295865214810486
0.043243243243243246,0.03647748108108108,1.5,0.06666666666666667,0.2073,0.00524,0.022595341734566187,1.9138123136721605
0.04144144144144144,0.039951459459459465,1.5,0.06666666666666667,0.175,0.00524,0.0267368643211006,1.549973884137792
0.046006006006006,0.044263837837837834,1.5,0.06666666666666667,0.1349,0.00524,0.03245706409068717,1.4174420051506262
0.03471471471471471,0.032917113513513514,1.5,0.06666666666666667,0.2404,0.00524,0.018766503834452872,1.8498232287136505
0.044204204204204206,0.049781416216216214,1.5,0.06666666666666667,0.0836,0.00524,0.04074736936577507,1.0848357793946972
0.042762762762762765,0.049996681081081074,1.5,0.06666666666666667,0.0816,0.00524,0.041093370043975626,1.040624380940299
0.057555555555555554,0.07705000000000001,1.5,0.05333333333333334,0.0,0.0067,0.07357940955522482,0.7822236669670118
0.057555555555555554,0.07705000000000001,1.5,0.05333333333333334,0.0,0.0067,0.07357940955522482,0.7822236669670118
0.059555555555555556,0.073242725,1.5,0.05333333333333334,0.027000000000000003,0.0067,0.0665322944447726,0.89513755767121
0.05444444444444444,0.07211545000000001,1.5,0.05333333333333334,0.035,0.0067,0.0645218900752938,0.8438135395740968
0.04622222222222222,0.06957615,1.5,0.05333333333333334,0.053,0.0067,0.060124139526705596,0.768779771088308
0.04811111111111111,0.06732160000000001,1.5,0.05333333333333334,0.069,0.0067,0.05636558439409526,0.8535547289766259
0.04655555555555556,0.06619265,1.5,0.05333333333333334,0.077,0.0067,0.05453707506654932,0.8536496594059317
0.036555555555555556,0.0645009,1.5,0.05333333333333334,0.08900000000000001,0.0067,0.051860499563432194,0.7048824416132613
0.023777777777777776,0.055759075000000005,1.5,0.05333333333333334,0.151,0.0067,0.03925279917466342,0.6057600547663786
0.014,0.053924950000000006,1.5,0.05333333333333334,0.16399999999999998,0.0067,0.03686351112245887,0.3797793420570453
0.08666666666666667,0.120405,1.5,0.06666666666666667,0.0,0.01047,0.1118966387664057,0.7745243076299292
0.08666666666666667,0.120405,1.5,0.06666666666666667,0.0,0.01047,0.1118966387664057,0.7745243076299292
0.08755555555555555,0.107846235,1.5,0.06666666666666667,0.057,0.01047,0.09050807839323188,0.9673783501971122
0.07644444444444444,0.10696413749999999,1.5,0.06666666666666667,0.061,0.01047,0.0890960805498333,0.8580000823008984
0.06622222222222222,0.103438365,1.5,0.06666666666666667,0.077,0.01047,0.08356909779108612,0.7924247595417477
0.06988888888888889,0.0994728525,1.5,0.06666666666666667,0.095,0.01047,0.07758024952787092,0.9008592949134704
0.059444444444444446,0.09793114500000001,1.5,0.06666666666666667,0.102,0.01047,0.07531700240881367,0.7892566425013244
0.05544444444444444,0.088675665,1.5,0.06666666666666667,0.14400000000000002,0.01047,0.06250372680221254,0.8870582168627069
