Width (mm),Depth (mm),Test Length (mm),Bottom Cover to Ctr of Tension Bar (mm),# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)","fy Longitudinal Bars (Tensile), (MPa) ",f'c (MPa),W/C Ratio,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Mass Loss (Tensile bars), ηm (%)","Shear Span, x (mm)",Longitudinal Bar Type,Test Type and Configuration,Corrosion Method,eta_log,corr_severity_idx,d_b_ratio,eta_d_interaction,reinf_index
-0.11362354693646688,-0.4275812455215962,0.0,0.0,0.0,-0.08670046178982427,0.05360938267247512,0.06368309881660736,0.0,0.0,0.0,0.0,0.028476643564304526,0.026924526987962834,0.0,0.0,0.0,0.0,0.01949847866626936,0.06439748725846274,0.0,0.0,0.03739780739909936
0.2756356833010438,1.1102127614713417,0.06304931420018,0.0,0.12510979305793807,0.0,0.0,0.0,0.011460136694390607,0.0,0.03569224319941745,0.09181635296343205,0.01642229875903809,0.0,0.06817278312702234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07522578953454229
-0.15191878533754302,-0.48120028121654806,0.0,0.0,0.0,-0.15054887706850034,-0.15733533706960082,-0.021894318146371106,0.0,0.0,0.0,-0.03891427728559619,0.0,-0.04362038763978613,0.0,0.0,0.0,0.0,-0.036296138459096905,-0.08775932363505916,0.0,0.0,-0.06515600933066334
-0.10363179065441779,-0.4106285577480176,0.0,0.0,0.0,-0.07332137864130572,0.061674451539118165,0.0,0.0,0.0,-0.05699508513565965,-0.049373053501546305,0.0,0.03237003240439395,0.0,0.0,0.0,0.0,0.027371063280149932,0.0941207069802451,0.0,0.0,-0.021723556179186854
-0.11835080440836755,0.06660466379256166,0.0,0.0,0.0,-0.035890169091891445,0.054165749899813063,-0.06388748476332036,-0.1030947182113219,-0.03988420066654204,0.04480181015860066,0.07840477321155068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449351111159229
-0.1605912821401474,-0.5170991951062821,0.0,0.0,0.0,-0.10147420561892839,0.0,0.0,0.0,0.0,-0.17120938864892785,-0.0801749754151745,-0.04556612079353539,-0.04630199755116751,-0.06594878881159352,0.0,0.0,0.0,-0.05338384021077938,-0.17729124494899712,0.0,0.0,0.0
0.060085107855656676,-0.42805174658531375,0.0,0.0,0.0,-0.03346640271286524,0.0,0.0,-0.08010971032767186,0.0,0.04239621874207482,-0.03817582201879194,0.0,0.02478088314431648,-0.0268085036298142,0.0,0.0,0.0,0.0,0.04295050600494779,0.0,0.0,0.04017418126808098
0.0856860863178932,0.15540800672486035,0.0,0.0,-0.0834321616096826,-0.03182742696144821,-0.12027916801769019,0.08432485625263357,0.0,0.0,-0.059817591866693304,-0.05778023418734325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028469239562533888,0.0,0.0,-0.04351431900648642
-0.10820884973936633,-0.430764021653188,0.0,-0.016973178431588687,0.0,-0.026199894405024175,0.08584090249454951,0.0,0.0,0.0,-0.05811001048331379,-0.03217558245482226,0.0,0.0,-0.03912397877574712,0.0,0.0,0.0,0.0,0.07213553309244376,0.0,0.0,0.056122336496096964
0.08424519206260085,0.5407658003041862,0.05586852662852052,0.0,0.0,0.06768745303001447,-0.03772742647010436,0.0,0.0,0.0,0.03233103911074882,0.08101195460346354,0.0,0.0,0.0631939161338365,0.0,0.0,0.0,0.0,-0.023598178310973772,0.0,0.0,-0.03504529306805685
