Width (mm),Depth (mm),Test Length (mm),Bottom Cover to Ctr of Tension Bar (mm),# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)","fy Longitudinal Bars (Tensile), (MPa) ",f'c (MPa),W/C Ratio,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Mass Loss (Tensile bars), ηm (%)","Shear Span, x (mm)",Longitudinal Bar Type,Test Type and Configuration,Corrosion Method,eta_log,corr_severity_idx,d_b_ratio,eta_d_interaction,reinf_index
-0.206331751050723,-0.24928330452665282,0.0,0.0,0.0,-0.10401712191918233,0.06559880321508083,0.07154912168465942,0.0,0.0,0.0,-0.06616676530669321,0.06851379350564922,0.0,-0.04789106764099993,0.0,0.0,0.0,0.0,0.06910345643391388,0.0,0.0,0.06344572119878039
0.3613203429286602,0.7180147154484187,0.08485938826742663,0.0,0.16866572258424203,0.0,0.0,0.0,0.026340038709697464,0.00784694210959902,0.04092807056634915,0.15981226832030257,0.0,0.0,0.1227816638666983,0.0,0.0,0.0,0.0,0.0,0.020257514721832067,0.0,0.0
-0.23625503457115032,-0.2861150910311334,0.0,0.0,0.0,-0.2281985168277014,-0.07785768607830484,0.0,0.0,0.0,0.0,-0.07766699481492986,0.0,-0.03779943435121491,0.0,0.0,0.0,0.0,-0.07332061209342519,-0.04724583045680124,0.0,-0.04482071629185059,-0.04843980079774812
-0.20959808120136053,-0.2320998455437625,0.0,0.0,0.0,-0.1016976537725203,0.05727283853029963,0.0,0.0,0.0,-0.07764234546182476,-0.08329665629016861,0.0,0.035337031208930475,0.0,0.0,0.0,0.0,0.04542329395136545,0.07022876056032056,0.0,0.03472272144877342,0.0
-0.2239020501965348,0.06579752139870369,0.0,0.0,0.0,0.0,0.0246600902764853,0.0,-0.14705126070365784,-0.05575213362427338,0.050526187757920234,0.13619285101632556,0.0,0.05157138266227979,0.0,0.0,0.0,0.0,0.04764449081278745,0.0,0.0,0.0,0.036984612626557646
-0.2488776220871572,-0.28465663412775616,0.0,0.0,0.0,-0.13301294919258502,0.0,0.0,0.0,0.0,-0.16833637945809868,-0.13109013960864385,-0.06203450012102385,0.0,-0.10653820072623424,0.0,0.0,0.0,-0.06963216520015342,-0.10723795729526911,0.0,-0.08778144018747608,0.0
0.09589531548436098,-0.2898780160925478,0.0,0.0,0.0,-0.037708651547607594,0.0,0.0,-0.13893944825427612,0.0,0.04501079279444875,-0.07395201055045647,0.0,0.0,-0.046401663299770225,0.0,0.0,0.0,0.0,0.055303005650468404,-0.040395782460828034,0.0,0.04631926338805992
0.12036771332101245,0.06485443208113971,0.0,0.0,-0.16145424829274907,0.0,-0.07888275970080227,0.043890582413918744,0.08263948898718337,0.0,-0.11422095427644703,-0.10936587911250269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043806438610469754,-0.038708242718509776
-0.21077839087058411,-0.25249405899267713,0.0,-0.0341585939353235,0.0,-0.026395621851768802,0.07695075742859539,0.0,0.0,0.0,-0.04952730743389817,-0.062291926244986535,0.0,0.0,-0.07520806207899809,0.0,0.0,0.0,0.0,0.05741860939430524,0.0,0.0,0.07573047646450433
0.1497453968977,0.3121601753940832,0.07513695570748051,0.0,0.0,0.07961719214318891,-0.061373410375984906,0.0,0.0,0.0,0.03610227432948213,0.13214933605177528,0.0,0.0,0.09360045797708294,0.0,0.0,0.0,0.0,0.0,0.013020772155387899,0.0,-0.041227036041199816
